SalTime,VoucherTypeName,VchNo,Date,EffectiveDate,Narration,StateBuyer,Cancel,Refund,CustomerName,MailingName,CustomerWebID,CustomerTallyID,BillingAddress,ConsigneeName,ShippingAddress,BillingPinCode,ShippingPinCode,BillingPhoneNo,ShippingPhoneNo,TotalAmount,SalesTallyID,WebID,Action,BillingState,BillingCountry,ShippingState,ShippingCountry,Ledgerdetails,StockItem,DebitorCredit,BilledQty,AcutalQty,Rate,Discount,Amount,AccountingAllocations,BatchName,GodownName,BatchBilledQty,BatchActualQty,BatchRate,BatchDiscount,Agent,CostCentreName
NULL,Purchase Order,PO/AP/37/25-26,1-Apr-25,1-Apr-25,Being Material delivery to NDDB site  at Tirupati.,NULL,NULL,REFUNDED,Sri Auro Raam Fire And Safety Equipments  (N),Sri Auro Raam Fire And Safety Equipments  (N),NULL,NULL,"9/2, Akilmedu 6th Cross Street,, Erode - 638001, 9092211100, Sriauroraam@gmail.Com",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638001,517502,NULL,NULL,2459.0,708,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Auro Raam Fire And Safety Equipments  (N)', 'DebitorCredit': 'CR', 'Amount': 2459.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 2459.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 333.75}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.25}]","Hand Gloves Cotton 12""",DR,25.00 Nos,25.00 Nos,15.00/Nos,0,-375.0,"[{'LedgerName': 'Safety Materials', 'Amount': -375.0}]",Primary Batch,NDDB-Tirupati,25.00 Nos,25.00 Nos,15.00/Nos,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/37/25-26,1-Apr-25,1-Apr-25,Being Material delivery to NDDB site  at Tirupati.,NULL,NULL,REFUNDED,Sri Auro Raam Fire And Safety Equipments  (N),Sri Auro Raam Fire And Safety Equipments  (N),NULL,NULL,"9/2, Akilmedu 6th Cross Street,, Erode - 638001, 9092211100, Sriauroraam@gmail.Com",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638001,517502,NULL,NULL,2459.0,708,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Auro Raam Fire And Safety Equipments  (N)', 'DebitorCredit': 'CR', 'Amount': 2459.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 2459.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 333.75}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.25}]","Hand Gloves (Rubber) 12""",DR,25.00 Set,25.00 Set,70.00/Set,0,-1750.0,"[{'LedgerName': 'Safety Materials', 'Amount': -1750.0}]",Primary Batch,NDDB-Tirupati,25.00 Set,25.00 Set,70.00/Set,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/38/25-26,1-Apr-25,1-Apr-25,Being Material delivery to NDDB site  at Tirupati.,NULL,NULL,REFUNDED,Sri Devi Traders (N),Sri Devi Traders (N),NULL,NULL,"52/1, Muthusamy Street,, Erode -638001, 98654 50666, Sridevitraders777@gmail.Com",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638001,517502,NULL,NULL,1125.0,709,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Devi Traders (N)', 'DebitorCredit': 'CR', 'Amount': 1125.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1125.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 171.61}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.01}]","Level Tube 1/4""",DR,5.00 Nos,5.00 Nos,190.68/Nos,0,-953.4,"[{'LedgerName': 'Consumables', 'Amount': -953.4}]",Primary Batch,NDDB-Tirupati,5.00 Nos,5.00 Nos,190.68/Nos,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/39/25-26,1-Apr-25,1-Apr-25,Being Material delivery to NDDB site  at Tirupati.,NULL,NULL,REFUNDED,Erode Sri Gururagavendra Steel Agencies (MSME),,NULL,NULL,"61 - Muthusamy Street, RR Lodge Behind,, Erode - 638001, Ph-99441 21303,95005 91303, Mail:Gururagavendra1996@gmail.Com",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638001,517502,NULL,NULL,35800.0,711,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Erode Sri Gururagavendra Steel Agencies (MSME)', 'DebitorCredit': 'CR', 'Amount': 35800.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 35800.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 5461.02}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.02}]","MS Nail 2½""",DR,200.000 Kgs,200.000 Kgs,56.78/Kgs,0,-11356.0,"[{'LedgerName': 'Hardwares', 'Amount': -11356.0}]",Primary Batch,NDDB-Tirupati,200.000 Kgs,200.000 Kgs,56.78/Kgs,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/39/25-26,1-Apr-25,1-Apr-25,Being Material delivery to NDDB site  at Tirupati.,NULL,NULL,REFUNDED,Erode Sri Gururagavendra Steel Agencies (MSME),,NULL,NULL,"61 - Muthusamy Street, RR Lodge Behind,, Erode - 638001, Ph-99441 21303,95005 91303, Mail:Gururagavendra1996@gmail.Com",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638001,517502,NULL,NULL,35800.0,711,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Erode Sri Gururagavendra Steel Agencies (MSME)', 'DebitorCredit': 'CR', 'Amount': 35800.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 35800.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 5461.02}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.02}]","MS Nail 3""",DR,200.000 Kgs,200.000 Kgs,56.78/Kgs,0,-11356.0,"[{'LedgerName': 'Hardwares', 'Amount': -11356.0}]",Primary Batch,NDDB-Tirupati,200.000 Kgs,200.000 Kgs,56.78/Kgs,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/39/25-26,1-Apr-25,1-Apr-25,Being Material delivery to NDDB site  at Tirupati.,NULL,NULL,REFUNDED,Erode Sri Gururagavendra Steel Agencies (MSME),,NULL,NULL,"61 - Muthusamy Street, RR Lodge Behind,, Erode - 638001, Ph-99441 21303,95005 91303, Mail:Gururagavendra1996@gmail.Com",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",638001,517502,NULL,NULL,35800.0,711,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Erode Sri Gururagavendra Steel Agencies (MSME)', 'DebitorCredit': 'CR', 'Amount': 35800.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 35800.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 5461.02}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.02}]",Concrete Cover Block (Multi Purpose),DR,100.00 Box,100.00 Box,76.27/Box,0,-7627.0,"[{'LedgerName': 'Hardwares', 'Amount': -7627.0}]",Primary Batch,NDDB-Tirupati,100.00 Box,100.00 Box,76.27/Box,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/43/25-26,1-Apr-25,1-Apr-25,Being Material delivery to Kitchen Block site Tirupati.,NULL,NULL,REFUNDED,M.Ramakrishna Glass & Plywoods Pvt Ltd,M.Ramakrishna Glass & Plywoods Pvt Ltd,NULL,NULL,"7, Rattan Bazaar, Chennai - 600003","R.R.Thulasi Builders ( I ) Pvt Ltd.,","C/o. Construction Of Kitchen Block, Tirumala - Tirupati - 517504, Cell.99655 45741, 90145 73741",600003,517504,NULL,NULL,1439753.0,774,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'M.Ramakrishna Glass & Plywoods Pvt Ltd', 'DebitorCredit': 'CR', 'Amount': 1439753.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1439753.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 219623.4}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.4}]",WPC Door Frame - Rft,DR,4290.00 Rft,4290.00 Rft,72.00/Rft,0,-308880.0,"[{'LedgerName': 'Door & Window Fittings', 'Amount': -308880.0}]",Primary Batch,Kitchen Block,4290.00 Rft,4290.00 Rft,72.00/Rft,0,SAPTHAGIRI REST HOUSES BLOCK 1 and 4 TTD,SAPTHAGIRI REST HOUSES BLOCK 1 and 4 TTD
NULL,Purchase Order,PO/AP/43/25-26,1-Apr-25,1-Apr-25,Being Material delivery to Kitchen Block site Tirupati.,NULL,NULL,REFUNDED,M.Ramakrishna Glass & Plywoods Pvt Ltd,M.Ramakrishna Glass & Plywoods Pvt Ltd,NULL,NULL,"7, Rattan Bazaar, Chennai - 600003","R.R.Thulasi Builders ( I ) Pvt Ltd.,","C/o. Construction Of Kitchen Block, Tirumala - Tirupati - 517504, Cell.99655 45741, 90145 73741",600003,517504,NULL,NULL,1439753.0,774,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'M.Ramakrishna Glass & Plywoods Pvt Ltd', 'DebitorCredit': 'CR', 'Amount': 1439753.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1439753.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 219623.4}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.4}]",WPC Door Shutter,DR,270.00 Nos,270.00 Nos,3375.00/Nos,0,-911250.0,"[{'LedgerName': 'Door & Window Fittings', 'Amount': -911250.0}]",Primary Batch,Kitchen Block,270.00 Nos,270.00 Nos,3375.00/Nos,0,SAPTHAGIRI REST HOUSES BLOCK 1 and 4 TTD,SAPTHAGIRI REST HOUSES BLOCK 1 and 4 TTD
NULL,Purchase Order,PO/AP/66/25-26,2-Apr-25,2-Apr-25,Being material Delivered to Kitchen Block - Tirupati.,NULL,NULL,REFUNDED,Lakshmi Agency - Erode (MSME),Lakshmi Agency - Erode (MSME),NULL,NULL,"No.323/3, Rcc Building,, VCTV Road, Sathy Road,, Erode - 638003","R.R.Thulasi Builders ( I ) Pvt Ltd.,","C/o. Construction Of Kitchen Block, Tirumala - Tirupati - 517504, Cell.99655 45741, 90145 73741",638003,517504,NULL,NULL,41138.0,1613,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Lakshmi Agency - Erode (MSME)', 'DebitorCredit': 'CR', 'Amount': 41138.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 41138.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 2852.9}]",Connection Tube,DR,200.00 Nos,200.00 Nos,58.14/Nos,0,-11628.0,"[{'LedgerName': 'Pipes & Fittings', 'Amount': -11628.0}]",Primary Batch,Kitchen Block,200.00 Nos,200.00 Nos,58.14/Nos,0,Kitchen Block,Kitchen Block
NULL,Purchase Order,PO/AP/66/25-26,2-Apr-25,2-Apr-25,Being material Delivered to Kitchen Block - Tirupati.,NULL,NULL,REFUNDED,Lakshmi Agency - Erode (MSME),Lakshmi Agency - Erode (MSME),NULL,NULL,"No.323/3, Rcc Building,, VCTV Road, Sathy Road,, Erode - 638003","R.R.Thulasi Builders ( I ) Pvt Ltd.,","C/o. Construction Of Kitchen Block, Tirumala - Tirupati - 517504, Cell.99655 45741, 90145 73741",638003,517504,NULL,NULL,41138.0,1613,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Lakshmi Agency - Erode (MSME)', 'DebitorCredit': 'CR', 'Amount': 41138.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 41138.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 2852.9}]","CPVC Elbow 1"" X 3/4""",DR,135.00 Nos,135.00 Nos,31.27/Nos,0,-4221.45,"[{'LedgerName': 'Pipes & Fittings', 'Amount': -4221.45}]",Primary Batch,Kitchen Block,135.00 Nos,135.00 Nos,31.27/Nos,0,Kitchen Block,Kitchen Block
NULL,Purchase Order,PO/AP/66/25-26,2-Apr-25,2-Apr-25,Being material Delivered to Kitchen Block - Tirupati.,NULL,NULL,REFUNDED,Lakshmi Agency - Erode (MSME),Lakshmi Agency - Erode (MSME),NULL,NULL,"No.323/3, Rcc Building,, VCTV Road, Sathy Road,, Erode - 638003","R.R.Thulasi Builders ( I ) Pvt Ltd.,","C/o. Construction Of Kitchen Block, Tirumala - Tirupati - 517504, Cell.99655 45741, 90145 73741",638003,517504,NULL,NULL,41138.0,1613,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Lakshmi Agency - Erode (MSME)', 'DebitorCredit': 'CR', 'Amount': 41138.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 41138.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 2852.9}]","CPVC Tee 2""",DR,135.00 Nos,135.00 Nos,166.19/Nos,0,-22435.65,"[{'LedgerName': 'Pipes & Fittings', 'Amount': -22435.65}]",Primary Batch,Kitchen Block,135.00 Nos,135.00 Nos,166.19/Nos,0,Kitchen Block,Kitchen Block
NULL,Purchase Order,PO/AP/22/25-26,7-Apr-25,7-Apr-25,Being Material Delivery At NDDB - Tirupathi,NULL,NULL,REFUNDED,SMR Flyash Bricks,SMR Flyash Bricks,NULL,NULL,"209/2B,2C,Junjupalli Pillanakuppam,, Krishnagiri -635115, Ph-90805 76178","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",635115,517583,NULL,NULL,68992.0,414,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'SMR Flyash Bricks', 'DebitorCredit': 'CR', 'Amount': 68992.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 68992.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 7392.0}]",Flyash Bricks (12%),DR,8000.00 Nos,8000.00 Nos,7.70/Nos,0,-61600.0,"[{'LedgerName': 'Flyash Bricks', 'Amount': -61600.0}]",Primary Batch,NDDB-Tirupati,8000.00 Nos,8000.00 Nos,7.70/Nos,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/7/25-26,8-Apr-25,8-Apr-25,,NULL,NULL,REFUNDED,Tata Business Hub Limited - Mumbai,Tata Business Hub Limited - Mumbai,NULL,NULL,"Plot No.148, First Floor,, Army & Navy Building , MG Road,, Mumbai - 400001","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501.",400001,517501,NULL,NULL,2085886.0,226,NULL,NULL,Maharashtra,India,Andhra Pradesh,India,"[{'Ledgername': 'Tata Business Hub Limited - Mumbai', 'DebitorCredit': 'CR', 'Amount': 2085886.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 2085886.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 318186.0}]",Steel Reinforcement Rod 8mm Dia,DR,5.000 Ton,5.000 Ton,58700.00/Ton,0,-293500.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -293500.0}]",Primary Batch,COC-Tirupati,5.000 Ton,5.000 Ton,58700.00/Ton,0,,
NULL,Purchase Order,PO/AP/7/25-26,8-Apr-25,8-Apr-25,,NULL,NULL,REFUNDED,Tata Business Hub Limited - Mumbai,Tata Business Hub Limited - Mumbai,NULL,NULL,"Plot No.148, First Floor,, Army & Navy Building , MG Road,, Mumbai - 400001","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501.",400001,517501,NULL,NULL,2085886.0,226,NULL,NULL,Maharashtra,India,Andhra Pradesh,India,"[{'Ledgername': 'Tata Business Hub Limited - Mumbai', 'DebitorCredit': 'CR', 'Amount': 2085886.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 2085886.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 318186.0}]",Steel Reinforcement Rod 12mm Dia,DR,7.000 Ton,7.000 Ton,56700.00/Ton,0,-396900.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -396900.0}]",Primary Batch,COC-Tirupati,7.000 Ton,7.000 Ton,56700.00/Ton,0,,
NULL,Purchase Order,PO/AP/7/25-26,8-Apr-25,8-Apr-25,,NULL,NULL,REFUNDED,Tata Business Hub Limited - Mumbai,Tata Business Hub Limited - Mumbai,NULL,NULL,"Plot No.148, First Floor,, Army & Navy Building , MG Road,, Mumbai - 400001","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501.",400001,517501,NULL,NULL,2085886.0,226,NULL,NULL,Maharashtra,India,Andhra Pradesh,India,"[{'Ledgername': 'Tata Business Hub Limited - Mumbai', 'DebitorCredit': 'CR', 'Amount': 2085886.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 2085886.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 318186.0}]",Steel Reinforcement Rod 16mm Dia,DR,2.000 Ton,2.000 Ton,56700.00/Ton,0,-113400.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -113400.0}]",Primary Batch,COC-Tirupati,2.000 Ton,2.000 Ton,56700.00/Ton,0,,
NULL,Purchase Order,PO/AP/7/25-26,8-Apr-25,8-Apr-25,,NULL,NULL,REFUNDED,Tata Business Hub Limited - Mumbai,Tata Business Hub Limited - Mumbai,NULL,NULL,"Plot No.148, First Floor,, Army & Navy Building , MG Road,, Mumbai - 400001","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501.",400001,517501,NULL,NULL,2085886.0,226,NULL,NULL,Maharashtra,India,Andhra Pradesh,India,"[{'Ledgername': 'Tata Business Hub Limited - Mumbai', 'DebitorCredit': 'CR', 'Amount': 2085886.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 2085886.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 318186.0}]",Steel Reinforcement Rod 20mm Dia,DR,15.000 Ton,15.000 Ton,56700.00/Ton,0,-850500.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -850500.0}]",Primary Batch,COC-Tirupati,15.000 Ton,15.000 Ton,56700.00/Ton,0,,
NULL,Purchase Order,PO/AP/7/25-26,8-Apr-25,8-Apr-25,,NULL,NULL,REFUNDED,Tata Business Hub Limited - Mumbai,Tata Business Hub Limited - Mumbai,NULL,NULL,"Plot No.148, First Floor,, Army & Navy Building , MG Road,, Mumbai - 400001","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501.",400001,517501,NULL,NULL,2085886.0,226,NULL,NULL,Maharashtra,India,Andhra Pradesh,India,"[{'Ledgername': 'Tata Business Hub Limited - Mumbai', 'DebitorCredit': 'CR', 'Amount': 2085886.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 2085886.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 318186.0}]",Steel Reinforcement Rod 32mm Dia,DR,2.000 Ton,2.000 Ton,56700.00/Ton,0,-113400.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -113400.0}]",Primary Batch,COC-Tirupati,2.000 Ton,2.000 Ton,56700.00/Ton,0,,
NULL,Purchase Order,PO/AP/19/25-26,8-Apr-25,8-Apr-25,Being Material Delivery At NDDB - Tirupathi,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,85781.0,406,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 85781.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 85781.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 2042.4}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 2042.4}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.2}]",Sand (Cft),DR,3404.00 CFT,3404.00 CFT,24.00/CFT,0,-81696.0,"[{'LedgerName': 'Sand', 'Amount': -81696.0}]",Primary Batch,NDDB-Tirupati,3404.00 CFT,3404.00 CFT,24.00/CFT,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/64/25-26,8-Apr-25,8-Apr-25,,NULL,NULL,REFUNDED,Bharathi Cement Corporation Pvt Ltd - AP,Bharathi Cement Corporation Pvt Ltd - AP,NULL,NULL,"Nallalinagayapalli Village,, Kamalapuram Mandal -, Kadapa Dist -AP - 516289","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501.",516289,517501,NULL,NULL,1860000.0,1549,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Bharathi Cement Corporation Pvt Ltd - AP', 'DebitorCredit': 'CR', 'Amount': 1860000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1860000.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 203437.5}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 203437.5}]",Cement OPC 43 Grade in Bulker,DR,300.000 Ton,300.000 Ton,4843.75/Ton,0,-1453125.0,"[{'LedgerName': 'Cement', 'Amount': -1453125.0}]",Primary Batch,COC-Tirupati,300.000 Ton,300.000 Ton,4843.75/Ton,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/23/25-26,10-Apr-25,10-Apr-25,Being Material Delivery At NDDB - Tirupathi,NULL,NULL,REFUNDED,G.Boopathi & Co - Salem (MSME),G.Boopathi & Co - Salem (MSME),NULL,NULL,"4/286-2,S.K.Nagar,Vellagoundanor,, Kattuvalasu,Pachanampatti (Po), Omalur -DK, Salem -Dt -636455, Cell-99439 05151","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",636455,517583,NULL,NULL,573888.0,416,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'G.Boopathi & Co - Salem (MSME)', 'DebitorCredit': 'CR', 'Amount': 573888.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 573888.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 61488.0}]",Flyash Bricks (12%),DR,61000.00 Nos,61000.00 Nos,8.40/Nos,0,-512400.0,"[{'LedgerName': 'Flyash Bricks', 'Amount': -512400.0}]",Primary Batch,NDDB-Tirupati,61000.00 Nos,61000.00 Nos,8.40/Nos,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/20/25-26,15-Apr-25,15-Apr-25,Being Material Delivery At NDDB - Tirupathi,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,29194.0,409,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 29194.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 29194.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 695.1}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 695.1}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.2}]",40mm Metal,DR,993.00 CFT,993.00 CFT,28.00/CFT,0,-27804.0,"[{'LedgerName': 'Blue Metal', 'Amount': -27804.0}]",Primary Batch,NDDB-Tirupati,993.00 CFT,993.00 CFT,28.00/CFT,0,NDDB Tirupati,NDDB Tirupati
